id,title,description,author,publication,isbn,pages,image
720,Wild,"Lorsque, sur un coup de tête, Cheryl Strayed
 enfile son sac à dos, elle n'a aucune idée
 de ce qui l'attend. Tout ce qu'elle sait, c'est
 que sa vie est un désastre. Entre une mère
 trop aimée, brutalement disparue, un divorce
 douloureux et un lourd passé de junky,
 Cheryl vacille. Pour tenir debout et affronter
 les fantômes de son passé, la jeune femme
 n'a aucune réponse, mais un point de fuite :
 tout quitter pour une randonnée sur le
 «Chemin des crêtes du Pacifique». Lancée
 au coeur d'une nature immense et sauvage,
 seule sous un sac à dos trop lourd, elle doit
 avancer pour survivre, sur 1 700 kilomètres
 d'épuisement et d'effort, et réussir à
 atteindre le bout d'elle-même. Une histoire
 poignante et humaine, où la marche se fait
 rédemption.",Cheryl Strayed,18 sept. 2014,9782264062208,500,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI2NDA2MjIwOC80MDFlNWY3ZjM4NTU1MTBkZWZlYTcyMGY4NmY3ZTcxY2Y3ZmRjOGI2LmpwZWc=/401e5f7f3855510defea720f86f7e71cf7fdc8b6-250-375.jpeg?v=1&w=250&h=375&resize=fit
750,Nu avec Picasso,"Dans une déambulation hallucinée dans les couloirs du Musée Picasso, Enki Bilal nous fait toucher du doigt l'oeuvre du peintre espagnol lors d'une nuit aussi envoûtante qu'étonnante.Il y croise le grand maître lui-même, ses muses, ses modèles et Goya, son idole.",Enki Bilal,4 Nov. 2021,9782757888506,93,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjc1Nzg4ODUwNi9iM2UxYzVjMzgxYzU0ZWY4MTY5ZTM5NjBmMDM1NTY3MWRlYzdkY2Y4LmpwZWc=/b3e1c5c381c54ef8169e3960f0355671dec7dcf8-250-375.jpeg?v=1&w=250&h=375&resize=fit
721,Stars en guerre,"La Seconde Guerre mondiale a bouleversé la vie des populations. Parmi elles, de nombreux acteurs et actrices. Comment ont-ils traversé ce conflit ? Quels choix ont-ils dû faire ? Quelles conséquences sur leur carrière ?
De 1939 à 1945, c'est la mobilisation générale : en France, Bernard Blier est fait prisonnier mais s'évade de son stalag, Jean Gabin rejoint la marine, Jean Marais intègre la 2e DB ; en Italie, Lino Ventura fuit le fascisme et monte à Paris, et en Allemagne, Horst Tappert - futur inspecteur Derrick - devient soldat SS ; au Royaume-Uni, Richard Burton s'engage dans la Royal Air Force. L'attaque japonaise de Pearl Harbor provoque également en 1941 l'engagement de dizaines de stars américaines : Clark Gable, Paul Newman, Tony Curtis... À Hollywood, Bette Davis crée un célèbre club offrant des divertissements aux soldats de retour de mission.Pendant quatre ans, alors que les Allemands règnent en maître sur l'Hexagone, certains poursuivent leurs activités (Maurice Chevalier, Fernandel) et parfois frayent avec l'ennemi : Danielle Darrieux monte dans le « train de la honte » pour Berlin tandis qu'Arletty tombe amoureuse d'un officier nazi. D'autres choisissent la Résistance : Pierre Dac rejoint Radio Londres, Marlene Dietrich fait de l'espionnage et Hedy Lamarr invente un sonar... Avec un casting de stars digne d'une superproduction hollywoodienne, Philippe Durant nous plonge dans l'extraordinaire monde du cinéma emporté par la Seconde Guerre mondiale.",Philippe Durant,13 mars 2024,9782379354090,366,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjM3OTM1NDA5MC9mMGJjYTVjMmM2Njk2YzNiZjQzOTdiYmZmZjRlOGRkYjk3ZjdjMDhmLmpwZWc=/f0bca5c2c6696c3bf4397bbfff4e8ddb97f7c08f-250-375.jpeg?v=1&w=250&h=375&resize=fit
722,Condition de l'homme moderne,"Condition de l'homme moderne
Comment l'humanité, qui était au sommet du progrès technique, a-t-elle pu se laisser happer par la barbarie totalitaire et finir par y sombrer ? Telle est la question soulevée dans cet ouvrage. Cette faillite, nous dit Arendt, est la conséquence de l'oubli par l'homme moderne d'un monde de valeurs partagées et discutées en commun avec autrui, dès lors qu'il n'a plus envisagé les choses qu'au travers du prisme de leur utilité pour son bonheur privé. Indifférent aux autres, l'homme moderne ne forme plus avec eux qu'une foule d'individus sans lien véritable et sans défense contre la voracité des dictateurs et des leaders providentiels. Comment, dans ce cas, pourra-t-il échapper aux dangers qui pèsent toujours sur sa condition ?Cette réédition est accompagnée de l'importante préface originale de Paul Ricoeur qui reste une des meilleures introductions à la pensée d'Arendt. Dans son avant-propos inédit, Laure Adler montre comment ce texte fut et reste visionnaire dans l'éclairage qu'il jette sur les urgences d'aujourd'hui.",Hannah Arendt,21 Oct. 2020,9782253101321,523,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzEwMTMyMS9kY2Y0Y2NmYTA5YTc4NzllMjQ2OGUyMTRjNTA4MTljMjZjMTI5ZTJhLmpwZWc=/dcf4ccfa09a7879e2468e214c50819c26c129e2a-250-375.jpeg?v=1&w=250&h=375&resize=fit
723,Macbeth,"Macbeth
Ce qu'un homme ose, je l'ose ! Viens à moi
Sous l'apparence de l'ours russe le plus farouche,
Du rhinocéros le plus hérissé, du tigre
Le plus féroce de l'Hyrcanie. Prends toute forme
Sauf celle-ci, et mes nerfs assurés ne trembleront pas.
Ou encore : revis, et défie-moi
Au combat à l'épée jusque sur la lande déserte
Et si je reste ici à trembler de peur, tu pourras me dire
Une poule mouillée. Va-t'en, va-t'en,
Horrible spectre, image sans substance !
(Acte III, scène IV)",William Shakespeare,7 janv. 2016,9782070468492,166,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA3MDQ2ODQ5Mi9mNGI0MmU0NmY1MDhkMzllYWRhMDlmYWVjNmE0ZTIyMzRkYmQzOGMwLmpwZWc=/f4b42e46f508d39eada09faec6a4e2234dbd38c0-250-375.jpeg?v=1&w=250&h=375&resize=fit
724,Pagny par Florent - Collector,"« Soudain quelque chose se passe. Quelque chose se casse. Une mue légère dans ma gorge. Une membrane qui se déchire et laisse passer la lumière, un flow, un flux d’émotion, un son nouveau, plein, d’une couleur brillante. Je dirais que je suis né une seconde fois ce jour-là. Je suis tellement heureux ! J’ai onze ans et je sais désormais ce que sera ma vie. Chanter. »  Florent, né en 1961 dans une famille modeste de Bourgogne, est devenu Pagny, le chanteur aux quinze millions de disques vendus. Comment ? Son succès doit autant à son talent de chanteur qu’à la manière extraordinaire dont il s’est réinventé, vie après vie.  À l’aube de ses soixante ans, Florent a voulu ce livre et failli ne pas le faire, tant la tâche s’annonçait ardue pour cet artiste aussi sensible que puissant. « Tout était-il racontable ? Faire revivre mes amours de jeunesse, les années folles, ce serait facile. Mais les déceptions, les trahisons ? Si je racontais, je n’allais pas le faire à moitié. » Cependant, il est trop tard pour renoncer lorsque la machine à se souvenir s’est mise en marche.  Pagny est donc enfin raconté par Florent, qui n’oublie rien de son passé d’enfant hyperactif, de ses rêves de gosse, des claques et des larmes, des très hauts et des très bas, des amours et amitiés passionnelles, Vanessa Paradis, Johnny, Coluche, Philippe Starck… et de sa rencontre magique avec Azucena, la femme de sa vie, son double, dont il est indissociable depuis trente ans.  Écrit avec Emmanuelle Cosso, écrivaine, parolière et amie de longue date du chanteur, cet ouvrage se lit comme un roman, dans lequel chacun retrouvera un peu de lui-même au fil de la bande-son d’un artiste majeur de la chanson française.",Florent Pagny,2 Nov. 2023,9782213726670,509,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjIxMzcyNjY3MC8wMGIxMmIzNTRlODZlNzRjZGQ5NWYwYmYxYmVlZDYwMjUzMTA5NTkxLmpwZWc=/00b12b354e86e74cdd95f0bf1beed60253109591-250-375.jpeg?v=1&w=250&h=375&resize=fit
725,Le Malade imaginaire - Bac 2024,"Le malade imaginaire
Argan se plaît à croire qu'il est gravement malade et cherche à s'entourer de médecins et d'apothicaires... au point de vouloir marier sa fille Angélique à un docteur !Heureusement, Béralde, le frère d'Argan, et Toinette, l'impertinente servante au grand coeur, veillent et mettent tout en oeuvre pour que le vieil homme retrouve la raison.
Tout pour comprendre

Notes lexicales
Biographie et contexte
Genre de l'oeuvre
Pour mieux interpréter
Chronologie

Spectacle et comédie

La comédie-ballet, à la croisée des genres
Un spectacle musical créé pour le Carnaval
Groupements de textes

Vers le bac

Explications linéaires guidées
Points de grammaire
Sujets de dissertation et de commentaire

Cahier iconographique",Molière,4 mai 2022,9782080285058,195,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA4MDI4NTA1OC8yNTVlYWY1NmZhY2NlOTMxZTU2NWZhYTFiZWMyOGJmNjZkZWRkYTUwLmpwZWc=/255eaf56facce931e565faa1bec28bf66dedda50-250-375.jpeg?v=1&w=250&h=375&resize=fit
726,Requiem - Poème sans héros et autres poèmes,"Anthologie de poèmes de A. Akhmatova (1889-1966) qui tente d'aborder son oeuvre dans son entier. Elle restitue un demi-siècle de combat solitaire, acharné et douloureux à travers une poésie qui célèbre les pouvoirs d'une parole irréductible.",Anna Andreevna Akhmatova,25 janv. 2007,9782070337224,381,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA3MDMzNzIyNC83YWY0ZmVkMWUyMDkxYWJmZmI2N2FiOThjMjY4MjUwNDgzODZmYWYwLmpwZWc=/7af4fed1e2091abffb67ab98c26825048386faf0-250-375.jpeg?v=1&w=250&h=375&resize=fit
784,Dessiner les chevaux,"Laissez-vous guider
 et apprenez à dessiner
 des chevaux facilement.Une méthode qui a fait
 ses preuves.",Mark Bergin,27 mai 2014,9782212139594,32,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjIxMjEzOTU5NC8zN2FjM2IzNWRiYmViYWExMDMzODZlNDRjNjVhNGI0ZDMyMzc2ODg4LmpwZWc=/37ac3b35dbbebaa103386e44c65a4b4d32376888-250-375.jpeg?v=1&w=250&h=375&resize=fit
727,Le horla,"Le Horla

Le Horla raconte la lente désagrégation d'un esprit, de la dépression à la folie - des maux que connaissait bien Maupassant. Le héros se sent peu à peu envahi par un autre, qui agit à travers lui : le Horla, puissance invisible, inconsciente, qui le manipule. S'installent alors l'incompréhension, la peur, l'angoisse. Jusqu'à l'irréparable. Prenant la forme du journal intime, la nouvelle illustre ce que Freud nommera l'inquiétante étrangeté, cette intrusion progressive du malaise dans le quotidien. Modèle de nouvelle fantastique, Le Horla est aussi une description clinique du dédoublement de personnalité qui menace toute conscience.

« D'où viennent ces influences mystérieuses qui changent en découragement notre bonheur et notre confiance en détresse ? »",Guy de Maupassant,10 avr. 2014,9782070458202,85,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA3MDQ1ODIwMi9lNWY3ZTA4YTQ2N2IwNDg1YjFjOWRiNGFlZjQ2NDhiOGZhNzc1ZTEwLmpwZWc=/e5f7e08a467b0485b1c9db4aef4648b8fa775e10-250-375.jpeg?v=1&w=250&h=375&resize=fit
728,Robert Oppenheimer - Triomphe et tragédie d'un génie,"Le génie est parfois une malédiction. Robert Oppenheimer fut l'un des plus grands physiciens de son temps. Peu d'hommes pouvaient rivaliser avec son intelligence exceptionnelle et sa fantastique intuition scientifique. Ce talent hors norme l'a mené vers l'invention ultime, capable d'éradiquer la planète : la bombe atomique. Que penser d'un don qui conduit à la destruction universelle ? D'une soif de connaissance dont l'aboutissement est l'extinction de la vie elle-même ? Aucun homme n'a été confronté si directement à un tel dilemme.Avec cette biographie, sacrée par le prix Pulitzer, Kai Bird et Martin J. Sherwin sondent la vie du père de la bombe atomique. Ils en explorent toutes les facettes, intimes et professionnelles, pour décrire un destin unique qui, à lui seul, résume toute l'histoire du XXe siècle : la folie de la guerre et la paranoïa du maccarthysme, la soif inextinguible de progrès et la course vers l'abîme.Ce livre n'est en rien un ouvrage de spécialiste. Il s'adresse à tous et mêle la précision historique à la finesse psychologique, la qualité de l'enquête au rythme d'un grand roman.",Martin J. Sherwin,15 juin 2023,9782749176260,899,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjc0OTE3NjI2MC9lYTliMjI1MWM5MzI4NTJhZDEyN2JiYWMzNmQ3MTQ2OTYzZDQ2ZTU1LmpwZWc=/ea9b2251c932852ad127bbac36d7146963d46e55-250-375.jpeg?v=1&w=250&h=375&resize=fit
729,Melodie chronique dune passion,"Mélodie

Chronique d'une passion
« Mélodie fut pour moi - je mets à part les deux chiens de mon enfance - l'être le plus faible, le plus fragile, le
plus totalement réduit à un état d'impuissance constante. Et par cette vulnérabilité extrême, elle a occupé, tout au long de son existence qui se confondait avec la mienne, la position de maître, et moi celle d'élève. Elle a été comme un grand maître d'un art traditionnel japonais dont l'enseignement consiste à ne rien dire de son art, mais à laisser son élève en deviner la quintessence. »En rendant hommage à sa chienne Mélodie, Akira Mizubayashi nous offre une réflexion sensible sur les relations entre homme et animal, le récit bouleversant d'un amour heureux.",Akira Mizubayashi,4 sept. 2014,9782070459247,272,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA3MDQ1OTI0Ny9hYzIwNDE2MTk0NmRmMjYyOGJiMDhjNzgxNmIyM2E2YzZlNzE0YjhmLmpwZWc=/ac204161946df2628bb08c7816b23a6c6e714b8f-250-375.jpeg?v=1&w=250&h=375&resize=fit
730,Eugénie Grandet,"Eugénie Grandet
Saumur, novembre 1819. La fille unique d'un tonnelier, devenu riche propriétaire terrien, fête ses vingt-trois ans lorsque son cousin Charles arrive inopinément de Paris. Le malheur qui terrasse le brillant jeune dandy le rapproche de la petite provinciale.Pour assurer financièrement l'avenir de Charles, Eugénie, n'écoutant que son amour pour lui, brave la fureur de Grandet. Dans la triste demeure de ce père avare et despotique, elle attend fidèlement le retour de Charles, parti faire fortune aux Indes. Sept ans s'écoulent avant qu'elle n'en reçoive enfin des nouvelles. Dans cette « scène de la vie de province », la destinée de l'héroïne se joue sur un fond d'intrigues où l'argent est omniprésent ; la rivalité sournoise des familles Cruchot et des Grassins pour obtenir la main (et la fortune) d'Eugénie fera longtemps jaser la société saumuroise.",Honoré de Balzac,8 févr. 1972,9782253003861,306,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI1MzAwMzg2MS82Y2EyMmViMWNkOTc2MDE4MDcwZjFhOTRjY2Y1ODM2MWY2NDUyOWM1LmpwZWc=/6ca22eb1cd976018070f1a94ccf58361f64529c5-250-375.jpeg?v=1&w=250&h=375&resize=fit
731,Crush,"Crush
Quand on entend pour la première fois « crush », ce petit mot qui claque, on est d'autant plus intrigué que les jeunes qui l'utilisent peinent à le définir. Est-ce un coup de foudre ? Un flirt ? Non : le crush ne ressemble à rien de ce que nous connaissons.Et pour comprendre cette nouvelle façon de dire l'amour, quoi de mieux que de donner la parole aux premières et premiers concernés ?S'appuyant sur des entretiens avec des jeunes de 13 à 25 ans, la sociologue Christine Détrez dissèque ce phénomène contemporain. Le crush est à la fois une rêverie légère et une obsession, un sujet inépuisable de conversation et le prétexte à des enquêtes infinies sur les réseaux sociaux. D'Yvan, « excellent narrateur de crush », à Jenny, qui y voit « la raison de se réveiller le matin », ou encore Caria, qui dénonce la « consommation des gens », ce livre brosse le portrait drôle et touchant d'une génération qui cherche à réinventer l'amour.",Christine Détrez,20 mars 2024,9782080264534,320,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjA4MDI2NDUzNC8wNzk3OTgyNTVjN2E2MGZiMDZlZjdhNzlmMzUzNjVlYjJhMGUwNmIwLmpwZWc=/079798255c7a60fb06ef7a79f35365eb2a0e06b0-250-375.jpeg?v=1&w=250&h=375&resize=fit
732,Profil - Mémento de la littérature française,"Une synthèse des principales oeuvres littéraires présentée en fonction des périodes de l'histoire : le Moyen Age et l'éclosion littéraire ; le XVIe siècle, la Renaissance et la Réforme ; le XVIIe siècle, le baroque et le classicisme ; le XVIIIe siècle et le siècle des lumières ; le XIXe siècle et le romantisme ; le XXe siècle entre nouveauté et tradition.",Hélène Potelet,12 Nov. 2002,9782218742804,159,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjIxODc0MjgwNC8wYmViYTk5MTI4OGE1MWRlMTRiZjM2MzE2MzhkOTQ4ZDc5ZWI3ZTNjLmpwZWc=/0beba991288a51de14bf3631638d948d79eb7e3c-250-375.jpeg?v=1&w=250&h=375&resize=fit
798,Le piano sans professeur,"Cette méthode extrêmement simple est destinée à ceux qui désirent apprendre le piano sans avoir recours à l'aide d'un professeur. Elle convient autant aux débutants, qui n'ont aucune expérience musicale, qu'à ceux qui souhaitent renouer avec cet instrument. Les explications claires et détaillées, et des exercices faciles et amusants vous permettront d'acquérir rapidement les éléments de solfège indispensables et le doigté nécessaire pour jouer vos mélodies préférées.",Roger Evans,20 août 2015,9782761943185,104,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4Mjc2MTk0MzE4NS9lYmU1YjNjYmIyNWY3OGRjM2ZhNzdmNzZjYzM0ODJjMGNhY2E3MDg5LmpwZWc=/ebe5b3cbb25f78dc3fa77f76cc3482c0caca7089-250-375.jpeg?v=1&w=250&h=375&resize=fit
733,La vérité et rien d'autre,"La vérité et rien d'autre Autobiographie
Boxeur, délinquant, philosophe à ses heures, Mike Tyson défie les conventions depuis trente ans. Martyrisé dans son enfance, il est devenu l'un des sportifs les plus fascinants et les plus redoutés de tous les temps, ainsi que le plus jeune champion du monde poids lourds de l'histoire. Malheureusement, sa conduite vient souvent éclabousser cette carrière légendaire : des années de fêtes, de rixes et de poursuites judiciaires lui feront toucher le fond en 2003. Après s'être durement battu, l'homme qui admet avoir été accro « à tout » a aujourd'hui retrouvé le chemin du succès, de la dignité, et l'amour de sa famille.
« Les spectaculaires combats de Mike Tyson étaient hors norme. Son autobiographie l'est tout autant. »L'Equipe",Mike Tyson,28 mai 2014,9782290094471,797,https://media.lireka.com/L2JhY2tvZmZpY2UvbWVkaWEvaW1hZ2VzL2Jvb2svOTc4MjI5MDA5NDQ3MS8zNThlN2UxZDQ3OGU2YTExNzUzOWE2OTU5MDc2NmEzYzNhZmU1OWQ2LmpwZWc=/358e7e1d478e6a117539a69590766a3c3afe59d6-250-375.jpeg?v=1&w=250&h=375&resize=fit
